Pokémon,HP,Atk,Def,SpAtk,SpDef,Speed,Type,Type,Damage Dealt,Damage Taken,HP,Num KO
PUMPKABOO_3,59,66,70,44,55,41,GHOST,GRASS,288602,244002,322,757.7701863354038
GOURGEIST_1,65,90,122,58,75,84,GHOST,GRASS,0,191944,334,574.6826347305389
GOURGEIST_2,75,95,122,58,75,69,GHOST,GRASS,360294,191944,354,542.2146892655368
GOURGEIST_3,85,100,122,58,75,54,GHOST,GRASS,372633,191944,374,513.2192513368984
XERNEAS_1,126,131,95,131,98,99,FAIRY,,0,188086,456,412.469298245614
ZYGARDE_1,54,100,71,61,85,115,DRAGON,GROUND,274694,218031,312,698.8173076923077
ZYGARDE_2,216,100,121,91,95,85,DRAGON,GROUND,289978,174880,636,274.9685534591195
ZYGARDE_3,216,100,121,91,95,85,DRAGON,GROUND,0,174880,636,274.9685534591195
DIANCIE_1,50,160,110,160,110,110,ROCK,FAIRY,525694,172064,304,566.0
HOOPA_1,80,160,60,170,130,80,PSYCHIC,DARK,397874,224672,364,617.2307692307693
ORICORIO_1,75,70,70,98,70,93,ELECTRIC,FLYING,265204,228692,354,646.0225988700565
ORICORIO_2,75,70,70,98,70,93,PSYCHIC,FLYING,265204,228692,354,646.0225988700565
ORICORIO_3,75,70,70,98,70,93,GHOST,FLYING,265204,228692,354,646.0225988700565
ROCKRUFF_2,45,65,40,30,40,60,ROCK,,173497,304502,294,1035.7210884353742
LYCANROC_1,85,115,75,55,75,82,ROCK,,247976,219650,374,587.2994652406417
LYCANROC_2,75,117,65,55,65,110,ROCK,,250871,238639,354,674.1214689265537
WISHIWASHI_1,45,140,130,140,135,30,WATER,,0,151535,294,515.4251700680272
SILVALLY_1,95,95,95,95,95,95,FIGHTING,,360819,189657,394,481.3629441624365
SILVALLY_2,95,95,95,95,95,95,FLYING,,360819,189657,394,481.3629441624365
SILVALLY_3,95,95,95,95,95,95,POISON,,360819,189657,394,481.3629441624365
SILVALLY_4,95,95,95,95,95,95,GROUND,,360819,189657,394,481.3629441624365
SILVALLY_5,95,95,95,95,95,95,ROCK,,360819,189657,394,481.3629441624365
SILVALLY_6,95,95,95,95,95,95,BUG,,360819,189657,394,481.3629441624365
SILVALLY_7,95,95,95,95,95,95,GHOST,,360819,189657,394,481.3629441624365
SILVALLY_8,95,95,95,95,95,95,STEEL,,368223,189657,394,481.3629441624365
SILVALLY_10,95,95,95,95,95,95,FIRE,,360819,189657,394,481.3629441624365
SILVALLY_11,95,95,95,95,95,95,WATER,,360819,189657,394,481.3629441624365
SILVALLY_12,95,95,95,95,95,95,GRASS,,360819,189657,394,481.3629441624365
SILVALLY_13,95,95,95,95,95,95,ELECTRIC,,360819,189657,394,481.3629441624365
SILVALLY_14,95,95,95,95,95,95,PSYCHIC,,360819,189657,394,481.3629441624365
SILVALLY_15,95,95,95,95,95,95,ICE,,360819,189657,394,481.3629441624365
SILVALLY_16,95,95,95,95,95,95,DRAGON,,365348,189657,394,481.3629441624365
SILVALLY_17,95,95,95,95,95,95,DARK,,360819,189657,394,481.3629441624365
SILVALLY_18,95,95,95,95,95,95,FAIRY,,360819,189657,394,481.3629441624365
MINIOR_7,60,100,60,100,60,120,ROCK,FLYING,0,249396,324,769.7407407407408
MINIOR_8,60,100,60,100,60,120,ROCK,FLYING,0,249396,324,769.7407407407408
MINIOR_9,60,100,60,100,60,120,ROCK,FLYING,0,249396,324,769.7407407407408
MINIOR_10,60,100,60,100,60,120,ROCK,FLYING,0,249396,324,769.7407407407408
MINIOR_11,60,100,60,100,60,120,ROCK,FLYING,0,249396,324,769.7407407407408
MINIOR_12,60,100,60,100,60,120,ROCK,FLYING,0,249396,324,769.7407407407408
MINIOR_13,60,100,60,100,60,120,ROCK,FLYING,0,249396,324,769.7407407407408
MIMIKYU_1,55,90,80,50,105,96,GHOST,FAIRY,0,199335,314,634.8248407643312
NECROZMA_1,97,157,127,113,109,77,PSYCHIC,STEEL,392668,163774,398,411.4924623115578
NECROZMA_2,97,113,109,157,127,77,PSYCHIC,GHOST,491354,166534,398,418.42713567839195
NECROZMA_3,97,167,97,167,97,129,PSYCHIC,DRAGON,519044,187064,398,470.0100502512563
NECROZMA_4,97,167,97,167,97,129,PSYCHIC,DRAGON,519044,187064,398,470.0100502512563
MAGEARNA_1,80,95,115,130,115,65,STEEL,FAIRY,0,166925,364,458.58516483516485
CRAMORANT_1,70,85,55,85,95,85,FLYING,WATER,0,239202,344,695.3546511627907
CRAMORANT_2,70,85,55,85,95,85,FLYING,WATER,0,239202,344,695.3546511627907
TOXTRICITY_1,75,98,70,114,70,75,ELECTRIC,POISON,303388,228692,354,646.0225988700565
ALCREMIE_1,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_2,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_3,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_4,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_5,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_6,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_7,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_8,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_9,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_10,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_11,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_12,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_13,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_14,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_15,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_16,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_17,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_18,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_19,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_20,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_21,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_22,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_23,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_24,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_25,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_26,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_27,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_28,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_29,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_30,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_31,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_32,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_33,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_34,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_35,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_36,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_37,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_38,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_39,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_40,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_41,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_42,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_43,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_44,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_45,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_46,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_47,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_48,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_49,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_50,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_51,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_52,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_53,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_54,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_55,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_56,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_57,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_58,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_59,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_60,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_61,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
ALCREMIE_62,65,60,75,110,121,64,FAIRY,,0,201457,334,603.1646706586827
EISCUE_1,75,80,70,65,50,130,ICE,,0,250886,354,708.7175141242938
SINISTEA_1,40,45,45,74,54,50,GHOST,,0,279118,284,982.8098591549295
POLTEAGEIST_1,60,65,65,134,114,70,GHOST,,0,217567,324,671.5030864197531
INDEEDEE_1,70,55,65,95,105,85,PSYCHIC,NORMAL,259570,219393,344,637.7703488372093
MORPEKO_1,58,95,58,70,58,97,ELECTRIC,DARK,0,253995,320,793.734375
ZACIAN_1,92,150,115,80,115,148,FAIRY,STEEL,310505,166925,388,430.21907216494844
ZAMAZENTA_1,92,120,140,80,140,128,FIGHTING,STEEL,315378,145349,388,374.61082474226805
URSHIFU_1,100,130,100,63,60,97,FIGHTING,WATER,403618,218414,404,540.6287128712871
CALYREX_1,100,165,150,85,130,50,PSYCHIC,ICE,387207,145071,404,359.08663366336634
